Code	Iso	Species	Period	Volu	Site	Dilu	Cove	Trial	Day	IXM
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	12	1329
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	12	986
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	12	1049
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	14	1313
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	14	1490
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	14	1318
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	14	1182
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	14	1486
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	16	1364
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	16	1544
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	16	1473
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	16	1440
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	16	1485
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	18	1220
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	18	1294
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	18	1423
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	18	1629
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	18	1475
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	20	1300
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	20	1466
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	20	1300
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	20	1380
4B_A2	I23	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	20	1460
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	2	682
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	2	723
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	2	669
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	2	695
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	2	651
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	4	750
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	4	726
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	4	692
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	4	673
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	4	652
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	6	709
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	6	769
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	6	686
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	6	653
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	6	757
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	8	697
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	8	777
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	8	747
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	8	770
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	8	834
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	10	656
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	10	661
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	10	711
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	10	813
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	10	689
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	12	852
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	12	688
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	12	717
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	12	645
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	12	662
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	14	726
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	14	776
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	14	762
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	14	749
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	14	809
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	16	830
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	16	797
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	16	805
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	16	852
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	16	830
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	18	765
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	18	776
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	18	857
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	18	940
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	18	931
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	20	940
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	20	941
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	20	930
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	20	931
4B_A5	I24	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	20	1026
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	2	447
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	2	508
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	2	496
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	2	472
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	2	506
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	4	1610
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	4	1674
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	4	1719
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	4	1368
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	4	1307
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	6	1370
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	6	2007
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	6	1827
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	6	1786
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	6	2132
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	8	1118
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	8	1842
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	8	1784
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	8	1633
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	8	1912
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	10	1471
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	10	1532
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	10	1493
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	10	1799
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	10	1603
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	12	1650
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	12	1577
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	12	1679
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	12	1368
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	12	1203
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	14	1840
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	14	1910
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	14	1666
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	14	1549
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	14	2089
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	16	1693
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	16	1656
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	16	1880
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	16	1838
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	16	2074
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	18	1865
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	18	1727
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	18	1847
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	18	1942
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	18	2249
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	20	1299
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	20	1251
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	20	1236
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	20	1421
4B_B2	I25	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	20	1565
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	2	127
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	2	126
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	2	169
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	2	170
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	2	173
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	4	303
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	4	288
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	4	262
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	4	295
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	4	234
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	6	287
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	6	292
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	6	298
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	6	278
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	6	238
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	8	257
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	8	265
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	8	225
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	8	285
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	8	228
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	10	230
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	10	340
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	10	299
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	10	309
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	10	317
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	12	322
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	12	311
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	12	258
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	12	275
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	12	271
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	14	361
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	14	297
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	14	259
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	14	313
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	14	330
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	16	292
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	16	287
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	16	251
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	16	353
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	16	337
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	18	298
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	18	252
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	18	271
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	18	331
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	18	254
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	20	247
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	20	206
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	20	199
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	20	216
4B_B3	I26	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	20	279
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	2	151
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	2	155
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	2	159
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	2	144
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	2	160
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	4	158
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	4	137
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	4	166
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	4	148
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	4	162
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	6	193
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	6	181
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	6	195
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	6	187
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	6	192
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	8	194
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	8	197
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	8	212
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	8	220
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	8	211
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	10	380
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	10	344
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	10	376
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	10	407
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	10	351
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	12	477
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	12	582
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	12	816
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	12	747
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	12	634
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	14	529
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	14	611
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	14	574
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	14	574
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	14	659
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	16	675
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	16	708
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	16	654
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	16	727
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	16	591
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	18	1247
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	18	668
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	18	636
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	18	580
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	18	982
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	20	599
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	20	831
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	20	758
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	20	666
4B_B4	I27	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	20	609
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	2	314
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	2	308
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	2	264
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	2	209
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	2	206
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	4	584
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	4	495
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	4	501
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	4	405
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	4	440
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	6	586
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	6	526
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	6	425
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	6	618
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	6	449
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	8	610
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	8	552
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	8	474
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	8	426
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	8	415
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	10	741
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	10	754
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	10	484
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	10	482
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	10	516
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	12	639
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	12	461
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	12	481
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	12	438
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	12	462
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	14	885
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	14	510
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	14	490
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	14	465
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	14	405
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	16	679
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	16	522
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	16	511
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	16	494
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	16	460
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	18	559
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	18	384
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	18	373
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	18	361
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	18	359
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	20	480
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	20	353
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	20	423
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	20	360
4B_B6	I28	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	20	346
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	2	188
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	2	149
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	2	206
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	2	184
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	2	183
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	4	908
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	4	865
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	4	848
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	4	980
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	4	955
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	6	1084
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	6	1170
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	6	1122
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	6	1000
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	6	1096
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	8	1001
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	8	1164
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	3	8	1025
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	4	8	1246
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	5	8	1246
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	1	10	982
4B_C2	I29	Chlamydomonas_noctigama	Oligotrophic	5	13	1	2.08	2	10	898
